processed_food_id,fdc_id,match_ratio
1323,747431,0.0179
1323,747432,0.0179
1323,747433,0.0179
1323,747434,0.0179
1323,747435,0.0179
1323,747436,0.0179
1323,747437,0.0179
1323,747438,0.0179
1323,747439,0.0179
1323,747440,0.0179
1323,747441,0.0179
1323,747442,0.0179
1323,747443,0.0179
1323,335927,0.0179
1323,747444,0.0179
1323,747445,0.0179
1323,335930,0.0179
1323,335419,0.0179
1323,747446,0.0179
1323,2644281,0.0179
1323,335422,0.0179
1323,2644282,0.0179
1323,2644283,0.0179
1323,335425,0.0179
1323,2644284,0.0179
1323,336067,0.0179
1323,335428,0.0179
1323,2710827,0.0179
1323,2710828,0.0179
1323,326698,0.0179
1323,335433,0.0179
1323,335306,0.0179
1323,2710829,0.0179
1323,335695,0.0179
1323,2710830,0.0179
1323,335442,0.0179
1323,323294,0.0179
1323,329830,0.0179
1323,2710835,0.0179
1323,2710838,0.0179
1323,2710839,0.0179
1324,1750346,0.2
1324,1750347,0.2
1324,1999628,0.2
1324,1999629,0.2
1324,2003602,0.2
1325,746760,0.5
1325,334898,0.5
1326,2003587,0.0385
1326,335240,0.0385
1326,2685578,0.0385
1326,746766,0.0385
1326,329490,0.0385
1326,323604,0.0385
1326,2346393,0.0385
1326,2346396,0.0385
1326,2346397,0.0385
1326,746782,0.0385
1326,748967,0.0385
1326,335912,0.0385
1326,2710825,0.0385
1326,2261421,0.0385
1326,747444,0.0385
1326,2710837,0.0385
1326,2710842,0.0385
1326,2644285,0.0385
1326,790085,0.0385
1326,322892,0.0385
1326,2259793,0.0385
1326,2259794,0.0385
1326,2259796,0.0385
1326,323444,0.0385
1326,2512378,0.0385
1326,2512379,0.0385
1327,321505,0.1
1327,2685578,0.1
1327,2685579,0.1
1327,2685580,0.1
1327,324653,0.1
1327,325524,0.1
1327,326196,0.1
1327,746775,0.1
1327,324860,0.1
1327,323294,0.1
1329,2710826,0.2
1329,1750352,0.2
1329,1750353,0.2
1329,1999632,0.2
1329,1999633,0.2
1330,789828,0.1667
1330,790508,0.1667
1330,2262072,0.1667
1330,2262073,0.1667
1330,2262074,0.1667
1330,324860,0.1667
1334,332864,0.1667
1334,746785,0.1667
1334,330869,0.1667
1334,325658,0.1667
1334,746780,0.1667
1334,746781,0.1667
1335,790146,0.0435
1335,335240,0.0435
1335,2003593,0.0435
1335,746765,0.0435
1335,1999629,0.0435
1335,325287,0.0435
1335,2710826,0.0435
1335,747442,0.0435
1335,2710835,0.0435
1335,2710839,0.0435
1335,335927,0.0435
1335,2710840,0.0435
1335,2710841,0.0435
1335,2710842,0.0435
1335,1104962,0.0435
1335,790214,0.0435
1335,1750347,0.0435
1335,323793,0.0435
1335,747997,0.0435
1335,329830,0.0435
1335,325871,0.0435
1335,323697,0.0435
1335,2512381,0.0435
1336,323505,0.5
1336,326196,0.5
1337,2644289,0.3333
1337,2644290,0.3333
1337,2644291,0.3333
1338,746768,0.2
1338,323793,0.2
1338,329490,0.2
1338,329716,0.2
1338,326905,0.2
1339,1750337,0.1111
1339,1750338,0.1111
1339,325287,0.1111
1339,1999630,0.1111
1339,1999631,0.1111
1339,2346414,0.1111
1339,2263892,0.1111
1339,2257045,0.1111
1339,2257046,0.1111
1342,2644291,0.0667
1342,2346404,0.0667
1342,1104867,0.0667
1342,790214,0.0667
1342,2710821,0.0667
1342,334536,0.0667
1342,2710825,0.0667
1342,2710826,0.0667
1342,1104812,0.0667
1342,746774,0.0667
1342,2710838,0.0667
1342,2512380,0.0667
1342,2512381,0.0667
1342,334462,0.0667
1342,2346399,0.0667
1343,2262073,1.0
1344,2644286,0.0172
1344,2644288,0.0172
1344,335245,0.0172
1344,2644289,0.0172
1344,2727570,0.0172
